ID,sex,Aged,Married,TotalDependents,ServiceSpan,MobileService,4GService,CyberProtection,HardwareSupport,TechnicalAssistance,FilmSubscription,SettlementProcess,QuarterlyPayment,GrandPayment,CustomerAttrition
B4B7PEMHM9MYA63ZE5MO,Female,No,No,No,1,No,No,No,No,No,No,Check,20.24419768,20.76417393,Yes
QZAJI25F7JGCZPDKDDCT,Male,No,Yes,Yes,15,No,No,Yes,Yes,No,No,Bank,70.04398978,1202.657225,No
UB3WOZS5LC4HNQN0Z2KR,Female,No,No,No,37,Yes,Wifi Broadband,Yes,Yes,Yes,No,Card,89.91478516,3349.556856,No
3Q2PHEA0UTC9FX46F5LY,Female,No,No,No,23,Yes,Wifi Broadband,No,Yes,No,Yes,Bank,43.7836184,904.0084478,Yes
SL27HUG0Z1PNOUP6WM34,Female,No,No,No,14,Yes,No,Yes,No,No,No,Card,75.04241249,955.8611998,No
61KFGKJLJDPGQP2TNS3B,Male,Yes,No,No,-1,Yes,Wifi Broadband,No,No,No,No,Electronic,94.29831608,92.15323504,Yes
3D5D9YDRLSPT8IT7L3RM,Male,No,Yes,No,0,Yes,Wifi Broadband,Yes,No,No,No,Check,53.15699661,53.7891094,No
BOHW46IRH681CCDMRZ8L,Male,No,No,No,14,Yes,Satellite Broadband,No,No,No,Yes,Electronic,20.04346901,297.5271498,No
MI9JK95A1CS6CHA2AS77,Male,Yes,Yes,No,15,No,No,No,Yes,Yes,Yes,Electronic,82.70377982,1259.177874,Yes
WDP5Z1KW33AWJXCMDHZ1,Male,No,Yes,Yes,4,Yes,Wifi Broadband,No,No,No,No,Check,23.44404462,125.2402645,No
WYSLBTU4ODSXIJ6O5QT4,Male,No,Yes,Yes,70,No,Satellite Broadband,Yes,Yes,Yes,Yes,Bank,115.6339686,8295.788914,No
Z5Z52X6E38RNJ9QW8ANG,Male,No,Yes,No,36,Yes,Wifi Broadband,Yes,No,Yes,Yes,Electronic,45.4344863,1593.900421,No
91OJ1MR4EWZ0D3OA9ZEQ,Female,No,Yes,No,51,Yes,Wifi Broadband,Yes,No,Yes,No,Electronic,109.4080959,5611.246841,Yes
Z2Q8UP6A4U7F78OGRDND,Male,No,No,No,51,Yes,Wifi Broadband,No,No,No,Yes,Card,18.20216851,1024.681572,No
NQS6UPKK1K4W5AGG7KBP,Female,No,Yes,No,40,Yes,Satellite Broadband,No,Yes,Yes,No,Electronic,108.8399254,4586.21829,No
BUJKOGXU0Y4F7CPJ87YT,Male,No,Yes,No,63,Yes,Satellite Broadband,Yes,Yes,Yes,No,Check,81.97851958,5127.575652,No
83HOUIYTWKCOA0NQ3YYB,Male,No,Yes,No,48,Yes,Satellite Broadband,Yes,Yes,No,Yes,Check,103.9231454,5231.857907,No
L200QGI3LSX29MNF23OZ,Female,No,Yes,No,1,Yes,Wifi Broadband,No,No,No,No,Check,25.12744793,79.52802399,No
Z6I2IFFWBXCQHCPQ2SI0,Male,No,Yes,No,9,Yes,Satellite Broadband,No,No,No,Yes,Bank,21.152399,187.5131954,No
H9CK8X94UAWKDT1U2BMS,Male,No,Yes,Yes,48,Yes,Wifi Broadband,Yes,Yes,No,Yes,Card,59.97553312,2767.118101,No
1AY8B21DZNW30UXO9HAS,Male,No,No,No,22,Yes,Wifi Broadband,No,No,No,Yes,Bank,74.7512559,1759.20885,Yes
A63B4RJMK1HU6FELGBA2,Female,No,No,No,31,Yes,Satellite Broadband,Yes,No,Yes,No,Card,105.7569452,3433.714543,Yes
HIUAAOIP7N0CRCPUX40M,Female,No,Yes,No,13,Yes,No,Yes,No,No,Yes,Bank,64.42631274,942.0655529,Yes
BNPJDX4JUHGY5XK8DBDG,Male,No,No,No,0,Yes,Satellite Broadband,No,No,No,No,Electronic,55.77753104,54.00376199,No
XSD23FRUT3CXFF0CNO9H,Male,No,No,No,57,Yes,Satellite Broadband,No,Yes,Yes,No,Electronic,64.01935284,3736.182702,No
U23J04U7Z6Q3NKLDSSLO,Male,No,No,No,62,Yes,No,Yes,Yes,Yes,Yes,Electronic,82.29002693,5567.643346,No
XKMNZW1FDJ4C0IHSEKC7,Female,No,Yes,Yes,71,Yes,Wifi Broadband,Yes,Yes,Yes,No,Bank,117.0465732,8309.852609,No
3IPU2JIU55OQH1J6L9Y8,Male,No,No,No,34,Yes,No,No,No,Yes,No,Check,65.37949555,2499.218049,Yes
JCGAKMUGWH6Y3P8WDRHP,Female,No,No,No,-1,Yes,Satellite Broadband,No,No,No,Yes,Check,46.16582835,45.47325357,Yes
DHLY4UJLGI3K9SW2HOWG,Male,No,No,No,2,Yes,Wifi Broadband,No,No,No,No,Electronic,68.65559307,69.33995939,Yes
IGYJP4XHXEK81AA5ZLDG,Female,No,No,No,17,Yes,Satellite Broadband,No,No,No,Yes,Check,19.50582552,366.956222,No
S7H904DOBO41RTCCA47S,Female,No,No,No,28,Yes,Satellite Broadband,Yes,No,Yes,Yes,Electronic,70.97108781,2045.110278,No
PSSRJJYX9YTPIHF058KC,Female,No,Yes,Yes,18,Yes,Wifi Broadband,No,No,No,Yes,Card,22.75405827,471.5059642,No
TFS3NA538N6EFWBTD3SP,Female,Yes,Yes,No,30,Yes,Wifi Broadband,Yes,Yes,Yes,No,Bank,104.4772148,3180.398719,No
JF1LWXH1MI6WI7YI3KBP,Male,Yes,Yes,Yes,70,Yes,Satellite Broadband,No,Yes,Yes,Yes,Electronic,107.4315104,7476.476496,No
1L4HQ2GT810B1JH086ID,Male,No,No,No,13,Yes,Satellite Broadband,No,Yes,No,No,Electronic,78.38694015,1111.163251,Yes
Q6C2GZDGFI2ZH0R5YPAM,Male,No,Yes,Yes,8,Yes,Wifi Broadband,No,Yes,No,No,Electronic,93.04601386,775.6500455,Yes
L3HDZ8CSJ3Y7E9PQ34PS,Male,No,No,No,4,Yes,Satellite Broadband,No,No,No,No,Check,19.17025214,79.8614612,No
DA1GGYN0J4I8MHKTWZYI,Female,No,No,No,2,Yes,Satellite Broadband,No,No,No,No,Card,34.39662391,112.3101466,No
G7LMX2D7L80JJIQI8DQZ,Female,No,No,No,56,Yes,No,Yes,Yes,No,No,Bank,112.7404694,6465.76443,Yes
AR59QAFN31T3ME0SRA03,Female,No,Yes,No,9,Yes,Wifi Broadband,No,No,No,Yes,Check,50.92430645,465.7015724,No
PBAGZ7JJBF60HF6UDZ63,Female,No,No,No,0,Yes,No,No,No,No,Yes,Check,24.23168756,23.21030993,Yes
CL0K3GG3X2ML1YHTLMJH,Male,No,No,No,62,Yes,Wifi Broadband,Yes,Yes,Yes,No,Check,115.5495557,6993.119966,No
JRWYW1UJ1U5JIX0IU245,Male,Yes,Yes,No,54,Yes,Wifi Broadband,No,No,No,No,Electronic,74.29445748,4051.528435,No
E601K6O1FWMUA2AO21JD,Male,No,No,No,0,Yes,No,No,No,No,No,Check,20.08072741,21.46207762,No
6UJCLTKU76M92IYLAXWU,Female,No,Yes,No,43,Yes,Wifi Broadband,No,No,No,No,Card,24.86288833,1096.317725,No
1E1T4GDAWRSFN8PFP7JW,Female,No,Yes,Yes,17,Yes,Wifi Broadband,No,No,Yes,No,Electronic,101.0397969,1875.332103,Yes
ZSOP7LQXZYW9U6R8SAC7,Male,No,Yes,Yes,45,No,No,No,No,No,Yes,Check,21.05742889,937.1621077,No
HXQND5HD22AI4K8NBFY3,Female,No,Yes,No,69,Yes,Wifi Broadband,No,Yes,No,Yes,Electronic,102.2761245,7069.808734,No
UEN999XA2IE1BXQMR4BP,Male,No,Yes,Yes,51,Yes,No,No,No,No,No,Electronic,20.02268283,1088.991007,No
N5TA3Q80Y449SXZQ89G7,Female,No,Yes,No,54,Yes,No,No,No,Yes,No,Bank,98.84727405,5042.477224,No
W13P72EAXZXAIIHS3XI0,Male,No,Yes,No,53,Yes,Satellite Broadband,Yes,Yes,Yes,No,Electronic,108.7731134,5836.045885,No
W5MG7ZOJ1JUHCQIML1GO,Female,No,No,No,7,Yes,Satellite Broadband,Yes,No,Yes,Yes,Bank,55.36151183,447.6040608,No
GPK8G58CYLL6WOW46AJT,Female,Yes,Yes,Yes,69,Yes,Satellite Broadband,Yes,Yes,No,No,Bank,86.93229653,6178.613944,No
MERE9JUTIJUC47IINDON,Male,Yes,Yes,No,4,Yes,Wifi Broadband,No,Yes,No,No,Electronic,96.38353907,574.7142172,Yes
EIWUUYXCEE8CK97ZNT75,Female,No,No,No,2,Yes,Wifi Broadband,No,Yes,No,Yes,Check,74.21783753,72.27201529,Yes
BWBAIXLXZXRXNPYFD2S3,Female,No,Yes,Yes,2,No,No,No,No,No,No,Electronic,44.77383993,88.18902525,No
777XPKG5FYNGUT3RPDI5,Male,Yes,Yes,No,35,Yes,Wifi Broadband,No,No,No,Yes,Check,19.04916645,728.7478522,No
PITX36FFAYSKX5XQECYZ,Male,No,No,No,47,Yes,Satellite Broadband,No,No,No,Yes,Card,23.70465181,1171.97652,No
JHCU41SMSFNHBYUZPJCZ,Male,No,No,No,7,Yes,Wifi Broadband,No,No,No,Yes,Check,20.38989685,129.4334412,No
7LGRNQ0EWZ2GEWN2LEJR,Male,Yes,Yes,Yes,27,Yes,Satellite Broadband,No,No,No,Yes,Electronic,37.27091178,973.8621587,No
MQM57KQQSFN706X9U0D9,Male,No,No,No,1,No,Satellite Broadband,No,No,No,No,Check,47.11049813,45.37005,Yes
LHSM885BIOMSL4U3R64X,Female,No,No,No,73,Yes,Wifi Broadband,Yes,Yes,Yes,No,Card,114.9057112,8404.856104,No
MU55QBENTF06R3X27HKY,Male,No,Yes,Yes,25,Yes,Wifi Broadband,Yes,No,No,No,Electronic,81.92522131,2069.419915,No
X5ITIABH3KWGNHK8GNT6,Female,Yes,Yes,No,44,Yes,No,No,Yes,No,No,Electronic,100.5809627,4679.858274,Yes
RLGWMF777P4D91IT80PK,Female,No,No,No,1,Yes,Satellite Broadband,No,No,No,Yes,Check,45.82538103,45.97995329,No
S2X47KIQPCL2JD3JEO7H,Female,No,No,Yes,41,Yes,Wifi Broadband,Yes,No,Yes,No,Card,106.4293234,4532.654045,No
8S4WB4DNKKFEO5UP217G,Male,No,Yes,No,63,Yes,Satellite Broadband,Yes,No,No,No,Electronic,95.8989028,5999.793422,No
5TOEWRLEUTFWT6Y6OCB0,Female,No,No,No,6,Yes,Wifi Broadband,No,No,No,Yes,Electronic,90.88011246,455.4458268,Yes
FBGXSR11X7PBC2X6QP32,Male,No,Yes,Yes,47,Yes,Wifi Broadband,No,No,No,Yes,Bank,21.14133655,1026.450912,No
TRBEBLOIJY2REU479EYS,Male,No,Yes,No,2,Yes,Satellite Broadband,No,No,No,Yes,Check,19.93608117,21.43713013,No
P9GOOE17LL7TRG4PWES4,Male,No,Yes,Yes,70,Yes,Wifi Broadband,Yes,No,Yes,No,Bank,59.5186062,4122.660849,No
4IOHBKHTNIDIUHSJ3LEU,Male,No,No,No,4,Yes,Satellite Broadband,Yes,Yes,No,Yes,Card,97.33461115,287.0749202,Yes
03WDBKW1PWE9YTXYWKH8,Female,No,No,No,19,No,Wifi Broadband,No,No,No,No,Card,18.5807924,387.5150834,No
J3BLITDQ1F63LPEHE0ZO,Female,No,No,No,9,Yes,Wifi Broadband,No,No,No,No,Bank,79.62166398,624.7484262,No
5PR2P9EDPKISLKO8A49W,Female,No,No,No,0,Yes,Wifi Broadband,No,No,Yes,Yes,Electronic,49.14480887,49.84536769,No
UO5NR3G07UGDU008G8ZE,Female,No,Yes,Yes,41,Yes,No,No,Yes,Yes,No,Electronic,85.16777618,3300.136614,Yes
QJ5SP5PU3J7UUS76Q6AB,Male,No,Yes,Yes,37,Yes,Satellite Broadband,Yes,No,No,No,Bank,75.84654643,2659.758689,No
MF19XO394QG92FZRJB1R,Male,No,No,No,26,Yes,Wifi Broadband,No,No,No,No,Check,21.27405941,462.1295901,No
21KXJBDT5YW4WIC4Y6L3,Male,No,No,No,47,Yes,Satellite Broadband,No,No,No,No,Bank,19.65193732,1005.639197,No
KSG22ZJEL77SD2MR2AP6,Female,No,No,No,45,Yes,Satellite Broadband,No,No,No,Yes,Check,20.05207159,1046.61372,No
D1QIP515PB0LL84Y0LIN,Female,No,No,No,63,Yes,Wifi Broadband,Yes,Yes,Yes,Yes,Bank,43.61742898,2617.027386,No
N2SWLR5NCMJNIJBWCNE4,Male,No,Yes,Yes,73,Yes,Wifi Broadband,Yes,Yes,Yes,No,Bank,85.91220525,6096.972872,No
64XOO9PWIG8M9GMKCGOQ,Female,Yes,Yes,No,2,Yes,No,No,No,No,No,Check,34.46804988,94.10088655,Yes
J7PZJUSEZLWCMCW5EA2K,Female,No,Yes,Yes,30,Yes,Wifi Broadband,No,No,Yes,No,Bank,80.17818059,2470.994946,No
NZA997LXNDBEOJ6WT7FB,Female,No,Yes,No,70,Yes,No,No,No,No,No,Electronic,20.37496638,1539.673381,No
QPUWZERONF4TLK86TL74,Male,No,Yes,Yes,71,Yes,Wifi Broadband,Yes,Yes,Yes,Yes,Check,107.8989389,7574.988504,No
KES0LWIY4QM9SOZC4X7I,Female,No,Yes,Yes,15,Yes,Wifi Broadband,Yes,No,Yes,No,Electronic,85.35089446,1397.197577,No
KXIOCSAN84ATTBRKLHUG,Male,Yes,Yes,No,37,Yes,No,No,No,No,No,Electronic,97.98498677,3436.834236,Yes
FSW1BJC1SL8UU8A7JWPK,Male,No,No,No,32,Yes,Satellite Broadband,No,No,No,No,Bank,26.2937973,980.9486419,No
CTAJWGMQK9HMWGOUZRGT,Male,No,Yes,Yes,39,Yes,Wifi Broadband,No,No,No,Yes,Card,26.12727272,963.9274776,No
7SMQWIQ2MQOJCAQDRNCD,Female,No,No,Yes,1,Yes,Wifi Broadband,No,No,No,No,Electronic,25.00298408,23.60888881,No
RFXRJDLQS5W5KPHK4KA5,Female,No,No,No,24,Yes,Satellite Broadband,No,No,No,No,Bank,19.3681141,471.5944508,No
PQ775L5BOD9EK16ZLEAX,Female,No,Yes,Yes,70,Yes,Wifi Broadband,No,Yes,No,Yes,Card,103.1933044,7458.169997,No
HESW6SJ0BNC6HWMM0C9Q,Male,Yes,No,No,56,Yes,Satellite Broadband,No,Yes,Yes,No,Bank,99.18429804,5706.321118,No
6QDODH8XFYIULIAHZLY9,Male,No,No,No,69,Yes,Wifi Broadband,Yes,Yes,Yes,No,Card,82.68431644,5554.462184,No
QAYJGAAI6W8YZFHH87KQ,Male,No,Yes,Yes,12,Yes,Wifi Broadband,No,No,No,Yes,Check,18.62428439,294.5850488,No
W2L2GU1Q951HYYS0EXJY,Male,No,Yes,Yes,57,Yes,Wifi Broadband,Yes,Yes,Yes,No,Check,108.6216963,5956.22204,No
2KF5W8KZ0MTWR2KOZNYE,Female,No,Yes,No,22,Yes,Wifi Broadband,Yes,Yes,Yes,No,Bank,68.91752017,1688.861081,No
I26MBSOOZ7RLU9U9M05E,Female,No,Yes,No,5,Yes,Wifi Broadband,No,No,No,Yes,Electronic,97.95353924,421.9935653,Yes
C0UZPY0Z2WWPAKNDC0GF,Female,Yes,Yes,No,66,Yes,No,No,No,No,No,Bank,71.92677239,4554.090366,No
OL9I27JF23JJOTGG8T1F,Female,Yes,No,No,64,Yes,No,No,Yes,Yes,No,Card,103.9850762,6978.063036,No
WLI9HDTRBREZ8H44MR4C,Male,No,No,Yes,10,Yes,No,Yes,No,Yes,Yes,Check,36.31532587,403.4685201,No
OMZ91BMBHFWLQR5W10RT,Female,No,No,Yes,2,Yes,Satellite Broadband,No,Yes,No,No,Electronic,60.67672859,59.75090467,Yes
94COGJ00SG72NSWQKZ9K,Female,No,No,No,18,Yes,No,No,No,Yes,No,Bank,98.60285476,1777.249755,Yes
OYT9QJIJS6HDQQCQW80X,Male,No,Yes,No,63,Yes,Wifi Broadband,Yes,Yes,No,No,Bank,89.23907795,5691.588409,No
J0MQY9P5U9K46N1XEKE3,Male,No,No,No,46,Yes,Wifi Broadband,No,No,No,No,Electronic,20.81151768,930.6684408,Yes
R2KLHTG3P3OC3KBR9E5L,Male,No,No,No,20,Yes,Satellite Broadband,No,No,No,Yes,Check,21.22364227,415.3569441,No
80YM17JCXZ10GOTWZ69L,Male,No,Yes,Yes,8,Yes,Wifi Broadband,No,No,No,No,Check,20.60652435,191.9647618,No
G01SJIUSTYQNB7OQS3RS,Male,No,Yes,No,71,Yes,Satellite Broadband,No,Yes,Yes,Yes,Card,111.4114784,7961.952238,No
GJQ58WHBTW2GZGL6K8CE,Male,No,No,No,0,Yes,No,No,No,No,Yes,Electronic,81.50787308,81.73612766,Yes
OJZEHJP8OIF4T33MDUD1,Female,No,No,No,4,No,No,No,No,No,No,Check,48.64479852,150.5207604,Yes
H26O877HFED29FXQM9QK,Male,No,Yes,No,2,Yes,No,Yes,No,No,No,Electronic,29.41034116,129.6507883,No
SILT0B0MERMYE5BDR2XG,Female,Yes,Yes,No,45,Yes,Satellite Broadband,No,Yes,No,No,Electronic,100.9584833,4746.193735,No
2TC3YP3EWRYEA3O0HEFG,Male,No,No,No,10,Yes,Satellite Broadband,No,No,No,Yes,Check,60.46686928,600.0830381,No
GXU47TWXPYEOFQ7LH838,Female,No,No,No,12,Yes,Wifi Broadband,No,No,No,No,Electronic,95.29275567,1148.920603,Yes
2UC9UYESRFAN8ZR2LFNN,Female,No,No,No,8,Yes,Satellite Broadband,No,No,No,No,Bank,89.30363862,810.9722033,Yes
FASDFG3TY1PUFILRKQP1,Male,No,No,No,4,Yes,Wifi Broadband,Yes,No,Yes,No,Electronic,54.0237049,306.4255073,Yes
FH2060ODGC88QZDEIEJP,Male,No,Yes,Yes,54,Yes,Satellite Broadband,No,Yes,No,No,Card,89.09841151,5101.782365,No
XZGSKXHR7N0J4AACIWQD,Female,Yes,Yes,No,61,No,No,No,Yes,No,Yes,Electronic,107.3180308,6400.138595,No
ZCAQ94CLUQEW70CBSR05,Male,No,No,Yes,4,Yes,Wifi Broadband,No,No,No,No,Card,21.25372528,95.84715536,No
ZMKG24JKCTA6PXO3GBL1,Male,No,No,Yes,18,Yes,Wifi Broadband,No,No,No,No,Check,63.07383867,1092.788479,Yes
WBFDU4GZWBM9J7NXTS8G,Male,Yes,Yes,No,18,Yes,Satellite Broadband,No,No,No,No,Electronic,92.74580326,1613.00901,No
EICD9ME2SMGOZ9H9COEU,Female,No,No,No,67,Yes,No,Yes,No,No,Yes,Check,55.20821394,3687.798674,No
PUDPKOM0D32GJ0U3MQOF,Male,No,No,No,8,No,No,No,No,No,Yes,Electronic,87.29278862,762.32202,Yes
F53KGBHBO34LS115GB11,Male,No,No,No,16,No,Wifi Broadband,No,No,No,No,Check,19.32509694,312.6160256,No
DTJD4BN0F7HS96GT01WB,Female,No,No,No,71,Yes,No,Yes,Yes,Yes,Yes,Bank,117.2674358,8309.167505,No
WSKTDUQW7B7SUE72ILDQ,Female,Yes,No,No,0,Yes,Satellite Broadband,No,No,No,No,Electronic,70.28229347,71.1139601,Yes
J5EW7UFDW1Y8LT7RQXIQ,Male,No,No,No,68,Yes,Satellite Broadband,Yes,Yes,Yes,No,Bank,48.71670122,3321.15009,No
T0F9C10PO1QPMMDGWNEK,Male,Yes,Yes,Yes,33,Yes,Wifi Broadband,No,No,No,Yes,Check,78.38180715,2718.576801,Yes
KKDSD0FEKRORFHIAPQL5,Male,No,No,No,0,Yes,Satellite Broadband,No,No,No,Yes,Check,21.00951899,19.41153487,Yes
A5UNOJEL2I35RY58LYOH,Female,No,No,No,31,Yes,Satellite Broadband,Yes,No,Yes,Yes,Electronic,58.34754089,1954.537578,No
YFTRPUQ7R5OCSYX4B3AU,Female,No,No,No,0,Yes,Satellite Broadband,No,No,No,Yes,Check,22.1457786,27.72770797,No
C0WW9MJCN5I4L6P1WAZ8,Male,No,No,No,22,Yes,No,No,No,No,No,Card,22.91221267,491.3023338,No
0KU0J7KHJIDIF2KWMHWZ,Male,No,No,No,29,Yes,No,No,Yes,No,No,Card,68.55798369,2039.636776,No
BYHF4UTNQIIMCMMFU711,Male,Yes,Yes,No,63,Yes,Wifi Broadband,No,Yes,No,No,Electronic,93.94603116,6080.161478,No
A41C1NNT39CMTZYDFFUB,Male,No,Yes,No,59,Yes,Wifi Broadband,No,Yes,Yes,No,Electronic,114.9159003,7132.651121,No
SKGLAM4C1NJ5IZW6WT00,Female,No,No,No,24,No,No,No,No,No,Yes,Bank,92.79169953,2361.606806,Yes
9169KJFWHBIG961SE0JM,Female,Yes,Yes,No,28,Yes,Wifi Broadband,Yes,Yes,No,No,Electronic,85.41128589,2219.572312,No
K2DRSEGKPXD6EF3D8FKH,Male,No,No,No,4,Yes,Satellite Broadband,No,No,No,No,Electronic,45.9380977,199.0482886,No
RNFYH3B5GJUOROFY1KW7,Male,No,No,No,0,Yes,Wifi Broadband,No,Yes,Yes,No,Electronic,74.92762156,76.80450589,No
M16PYLW75TZXJSKBUXKM,Female,No,No,No,67,Yes,Wifi Broadband,No,No,No,No,Bank,88.5505758,5999.356879,No
3GA6BYNZLA8S6EDKI972,Male,No,Yes,Yes,15,Yes,Wifi Broadband,No,No,No,Yes,Electronic,68.67030447,1148.075638,Yes
840TK0Y5TETAY203E5BH,Male,Yes,Yes,No,61,Yes,Wifi Broadband,No,No,No,No,Bank,90.3540963,5629.059462,No
XP89EX1FLHREGUGG5B7B,Male,No,No,No,42,Yes,Satellite Broadband,No,No,Yes,No,Electronic,100.0012539,4398.260787,Yes
UFRYC406JN03038O409L,Female,No,No,No,16,Yes,Wifi Broadband,No,Yes,No,No,Card,102.4417973,1793.820664,No
KGOXI25TSS47FOQ17KZ2,Female,No,No,No,41,Yes,Satellite Broadband,No,No,No,No,Electronic,77.0377183,3364.644021,Yes
P0N239E0JR98PZGXP48U,Female,No,No,No,14,Yes,Satellite Broadband,No,No,No,No,Electronic,51.52432669,679.1317874,Yes
RUEGGFE8C8YZP8GF30WM,Female,No,Yes,Yes,22,Yes,Wifi Broadband,No,No,No,No,Electronic,83.09040741,1846.40608,Yes
FRYJPEJBJ0XWF0X1IXT9,Male,No,Yes,No,71,Yes,Satellite Broadband,Yes,Yes,No,No,Electronic,104.0455633,7543.945068,No
62JDL1WPK0RHK9GEO4BC,Male,No,Yes,Yes,63,Yes,Wifi Broadband,Yes,No,Yes,Yes,Bank,80.81471517,5214.199021,No
RU9FC4M5JC9BBL3Y7HEO,Male,No,Yes,No,1,Yes,Satellite Broadband,No,No,No,No,Electronic,95.93467878,271.1432201,No
HEH1X37Q01LWLAE3T9KO,Male,No,Yes,Yes,2,Yes,Satellite Broadband,No,No,No,No,Card,24.87449455,72.70884773,No
KG34K6C84TEWOL5L6ZFL,Male,No,No,No,8,Yes,Wifi Broadband,Yes,No,Yes,No,Electronic,69.84799531,562.3939759,Yes
KM9KBNSHJB1Y42FAOJDT,Male,No,No,No,0,Yes,Satellite Broadband,No,No,No,Yes,Electronic,78.47878068,78.72440899,Yes
NYUJZ04FZ921ZWEROGH1,Male,No,No,No,1,Yes,Wifi Broadband,No,No,No,Yes,Electronic,79.29561711,165.5613777,Yes
GNHFS8KC5RYX1I8KEYFP,Female,No,No,Yes,2,Yes,Satellite Broadband,No,No,No,No,Check,25.02272432,26.22023089,No
HU6WH75A9G9W5WQLBR3T,Male,No,No,No,2,Yes,Satellite Broadband,No,Yes,No,No,Electronic,90.02675291,193.005666,Yes
5N6SUTNTZUWZIRIG8AXX,Male,No,No,No,30,Yes,Wifi Broadband,No,Yes,No,No,Electronic,51.64199196,1524.305493,No
C6BH10R1FBPHKW3NAHF6,Male,No,No,No,29,Yes,Satellite Broadband,No,No,Yes,No,Electronic,77.96522889,2434.288159,Yes
YJX5WO0Q3AKJQMSKZNRR,Female,No,Yes,No,15,Yes,Wifi Broadband,No,No,No,Yes,Bank,93.95004791,1461.303567,No
3AYGRWJPLNFXUCYN27YJ,Female,No,Yes,No,2,Yes,Satellite Broadband,No,No,No,No,Check,54.71023317,53.2009564,Yes
0E5ON1JLYKIRTQUFI8IZ,Female,Yes,Yes,Yes,24,Yes,Wifi Broadband,No,Yes,No,No,Electronic,95.72365713,2263.715174,No
JOP8D3XS08PU8DH23DDL,Male,No,Yes,Yes,40,Yes,Wifi Broadband,No,No,No,No,Electronic,22.1149304,1014.845311,No
L4XU8GPJ37FQCO8TBUK0,Male,No,No,No,10,Yes,Satellite Broadband,No,No,No,Yes,Check,18.32000124,245.8701487,No
M19GZ8D9NN49Q5E4DII7,Female,No,Yes,No,62,Yes,Wifi Broadband,No,Yes,No,Yes,Electronic,101.8319133,6163.807304,No
HBXWGNLJWR8X8111O0X5,Male,No,Yes,Yes,42,Yes,Wifi Broadband,No,No,Yes,No,Bank,67.99438674,2728.075685,Yes
TAOW0GN6ZXCU7U0KRI8F,Female,No,No,No,12,Yes,Satellite Broadband,No,No,No,No,Electronic,71.42534971,760.1974751,No
19FW85ZTGO5EI29JWFSX,Female,No,No,No,43,Yes,No,Yes,No,No,No,Bank,61.39048751,2419.341301,No
1QUROKG6N985B4EJ543K,Male,Yes,Yes,No,4,Yes,No,No,No,No,No,Bank,75.30018911,237.1800997,No
HIE4WRFJZTX36X4RRZEI,Female,No,Yes,No,25,Yes,Wifi Broadband,Yes,No,Yes,No,Check,81.82019876,2203.017551,No
QX0XLEX7HXRG48BOKCZQ,Male,Yes,Yes,No,58,Yes,Wifi Broadband,No,Yes,No,No,Electronic,98.33913652,5867.204745,No
2BF2JM0BUCF8OGXPDYE3,Female,No,Yes,Yes,4,Yes,No,No,No,No,No,Electronic,80.32839574,251.2015729,Yes
QH4R6F0USLDRA1CY8RX9,Male,No,Yes,Yes,6,Yes,Satellite Broadband,No,No,No,Yes,Card,50.3461265,273.1982992,No
G9C6PMQ6E7PUDO0AK37E,Male,No,Yes,Yes,64,No,Satellite Broadband,No,No,No,No,Electronic,18.17848597,1359.470512,No
JB7H4BFI4AQ30INMJ7GL,Female,No,Yes,Yes,52,Yes,Wifi Broadband,No,No,No,No,Card,22.6669198,1090.18619,No
N6NJ0RM3ME8DHMQJU1RL,Female,No,No,No,0,Yes,No,No,No,No,No,Check,21.18177925,48.71050765,No
2Y56OLDQ2BHM1UFME64D,Female,No,Yes,No,58,Yes,Wifi Broadband,Yes,No,Yes,Yes,Check,62.11327225,3766.894763,No
0DO8HDAP965XC25I1FMX,Male,No,No,No,0,Yes,Satellite Broadband,No,No,No,Yes,Electronic,46.5510966,45.30528489,No
3S5CBZ1WB0G99KAELUDE,Male,No,Yes,Yes,0,Yes,Satellite Broadband,No,No,No,No,Electronic,18.02907101,19.47560394,No
ZNTAOP841T9K6CDF5N1F,Female,No,No,No,13,Yes,Satellite Broadband,No,No,Yes,No,Check,73.70057126,932.4353692,No
2GKR4ASPA3RTGQAFYGT5,Male,No,Yes,Yes,14,No,Wifi Broadband,No,No,No,No,Check,20.21088867,252.1287419,No
INHT9X8S2Y06KUPIBCEZ,Male,No,No,No,3,Yes,Satellite Broadband,No,No,No,Yes,Electronic,79.50709378,415.3168925,Yes
2ZCB1T5MLJ6MZH79WACT,Female,No,Yes,Yes,28,Yes,Satellite Broadband,No,No,No,No,Card,88.02214346,2621.922175,No
ZP50PYZ8QZ55FH3DNNXM,Female,No,No,No,42,Yes,Satellite Broadband,No,No,Yes,No,Electronic,99.50954799,4222.932263,No
TMRW9J4Z1M8K5O7CASKX,Male,No,Yes,Yes,58,Yes,Satellite Broadband,No,No,No,No,Electronic,96.48421892,5305.086238,No
RK1YP80CMWK24BLHGNX3,Male,No,Yes,Yes,70,Yes,Satellite Broadband,Yes,Yes,Yes,Yes,Bank,120.1591902,8673.187693,No
0CGC57QF90LCA04MH9D6,Female,Yes,No,No,69,Yes,Wifi Broadband,No,Yes,No,Yes,Electronic,106.0475336,7523.239119,No
1FTIITBHREIAA9PSOE0W,Female,No,No,No,10,No,Wifi Broadband,No,No,No,Yes,Check,43.95607208,472.3472045,No
